Report Type	Class	Year	Season	Month	State	County	Nearest Town	Time And Conditions	Date	National Park Visitation Count	Witness Count	Multiple Witnesses	BigFoot Hotspot	Forest cover rate	Number of lakes	Total Disasters	City/Suburb/Town/Rural	Unemployment_rate	Civilian labor force
Report	Class A	2008	Summer	July	Arkansas	Garland	Hot Springs	Approx 1:15 am	26	2961133	1.0	False	FALSE	55.1%	1501-2500	6.0	City	5.6	42,236
Report	Class A	2017	Spring	February	Arkansas	Grant	Leola	Early Sunday morning just before full sun rise.	28		1.0	False	FALSE	55.1%	1501-2500	4.0	City	3.3	8,335
Report	Class A	2001	Winter	July	Arkansas	Greene	Paragould	11 pm at night, cold, clear and no moon. Only light was from a distant yard light.	8	2550807	2.0	False	FALSE	55.1%	1501-2500	1.0	Suburb	6.8	17,507
Report	Class A	2019	Summer	May	Arkansas	Hempstead	Hope		12		0.0	False	FALSE	55.1%	1501-2500	4.0	Town	3.8	9,921
Report	Class B	2012	Spring	November	Arkansas	Hot Spring	Malvern	it was approximately midnight. it was a full moon so there was light on the gravel driveway. it was chilly outside enough to wear a jacket.	5	2727454	2.0	False	FALSE	55.1%	1501-2500	1.0	Suburb	6.9	14,600
Report	Class A	2005	Winter	December	Arkansas	Hot Spring	Bismarck	8:15 a.m.	5	2546209	1.0	False	FALSE	55.1%	1501-2500	2.0	Suburb	5.3	15,023
Report	Class B	2005	Fall	October	Arkansas	Hot Spring	Bismarck	Early morning hours.	17	2546209	2.0	False	FALSE	55.1%	1501-2500	2.0	Suburb	5.3	15,023
Report	Class B	2003	Winter	October	Arkansas	Hot Spring	Bismark	Both times about 8:00pm.  It was very cloudy, and so very dark.  The weather was chilly, but not cold.	9	2961133	2.0	False	FALSE	55.1%	1501-2500	2.0	Suburb	6.5	14,332
Report	Class A	1998	Fall	December	Arkansas	Hot Spring	Caney	11:30 AM	26	2320920	0.0	False	FALSE	55.1%	1501-2500	1.0			
Report	Class A	1998	Fall	September	Arkansas	Hot Spring	Bismark		25	2468449	2.0	False	FALSE	55.1%	1501-2500	1.0			
Report	Class A	2014	Fall	August	Arkansas	Independence	Newark	10pm. Clear. Cool. No street lights in the immediate area but plenty of headlights.	28	2879494	2.0	False	FALSE	55.1%	1501-2500	2.0	Town	7.6	15,590
Report	Class B	2005	Winter	December	Arkansas	Independence	Batesville	Typical December night. Fairly chilly. The back of my house was well lit by a porch light, but the wooded area behind my house was completly dark.	16	2546209	3.0	True	FALSE	55.1%	1501-2500	2.0	Town	6.1	17,699
Report	Class A	2003	Fall	September	Arkansas	Independence	Oil Trough Arkansas/ Newark	between 3 and 4 in the afternoon.	20	2361125	1.0	False	FALSE	55.1%	1501-2500	2.0	Town	6.3	17,149
Report	Class A	2004	Summer	November	Arkansas	Jackson	Bradford	It was an early summer morning. Very bright and sunny, hot outside.	12	2499124	0.0	False	FALSE	55.1%	1501-2500	0.0	Town	8.5	7,808
Report	Class A	2003	Fall	October	Arkansas	Lee	Wheatley	2pm	27		2.0	False	FALSE	55.1%	1501-2500	2.0	Rural	11.4	3,689
Report	Class A	2020	Summer	January	Arkansas	Little River	Ogden	Close to sunset lighting still good	25	2317616	0.0	False	FALSE	55.1%	1501-2500	8.0	City	6.4	5,385
Report	Class A	2001	Summer	March	Arkansas	Little River	Alleen	clear to partly cloudy	13		3.0	True	FALSE	55.1%	1501-2500	1.0	City	4.0	6,379
Report	Class A	2006	Summer	February	Arkansas	Logan	Subiaco	Close to midnight and it was clear and hot.	1	2499124	1.0	False	FALSE	55.1%	1501-2500	2.0	Town	4.9	10,180
Report	Class A	2019	Summer	January	Arkansas	Logan	Delaware, Arkansas	8am approx.	4		0.0	False	FALSE	55.1%	1501-2500	4.0	Town	4.3	8,528
Report	Class C	1997	Spring	October	Arkansas	Logan	Booneville	Best I can recall, this happened in early 1920's, Spring or Summer. He told me this about 1960. He died 1972.	6		0.0	True	FALSE	55.1%	1501-2500	1.0			
Report	Class A	2001	Fall	May	Arkansas	Lonoke	memphis and little Rock ark.	night time full moon or near	12		0.0	False	FALSE	55.1%	1501-2500	1.0	City	3.7	26,696
Report	Class B	2018	Summer	May	Arkansas	Madison	Wesley, Ar	It was a nice clear evening. Mid to late August about 45 minutes till sunset until full dark. The other episodes were in the middle of the night.	28	2433642	6.0	True	FALSE	55.1%	1501-2500	2.0	City	2.9	7,347
Report	Class C	1998	Unknown	November	Arkansas	Madison	Fayettville		4	2103847	3.0	True	FALSE	55.1%	1501-2500	1.0			
Report	Class A	2005	Summer	April	Arkansas	Madison	Huntsville, AR	Approximately early afternoon on a bright summer's day	24	2053427	1.0	False	FALSE	55.1%	1501-2500	2.0	City	3.7	7,764
Report	Class A	2001	Summer	August	Arkansas	Madison	Huntsville, Arkansas	Early morning (8-9:00), clear weather, sunny.	7		2.0	False	FALSE	55.1%	1501-2500	1.0	City	3.3	7,062
Report	Class A	2012	Winter	December	Arkansas	Marion	Snow	Night, dark, but clear, not fog. It had rained about 12 hours earlier.	4	2727454	0.0	False	FALSE	55.1%	1501-2500	1.0	Rural	7.9	6,633
Report	Class A	2010	Winter	July	Arkansas	Marion	Flippin	Around 3:00 am, snowing.	6	2816668	0.0	False	FALSE	55.1%	1501-2500	1.0	Rural	9.8	6,706
Report	Class B	2009	Spring	October	Arkansas	Marion	Rush	4:30 a.m.  Calm, clear, cool, and dark.	14	2556666	1.0	False	FALSE	55.1%	1501-2500	2.0	Rural	11.7	6,679
Report	Class A	2012	Summer	September	Arkansas	Miller	Fouke	around 4 am	18	2727454	2.0	False	FALSE	55.1%	1501-2500	1.0	City	5.7	20,358
Report	Class A	2004	Winter	February	Arkansas	Miller	Fouke, Arkansas	A clear moonlight and cold night in Jan/Feb 2000 around 1 to 3am	11	2243965	2.0	False	FALSE	55.1%	1501-2500	0.0	City	4.8	18,873
Report	Class B	2001	Winter	April	Arkansas	Miller	Fouke	clear to partly cloudy around 48-50 degrees late afternoon darkness began to settle in.	1	2318599	1.0	False	FALSE	55.1%	1501-2500	1.0	City	4.4	18,107
Report	Class A	2000	Winter	March	Arkansas	Miller	Fouke	The sun was shining	2	2243965	0.0	False	FALSE	55.1%	1501-2500	1.0	City	4.4	18,216
Report	Class A	2009	Fall	June	Arkansas	Miller	Fouke, Ar	about 1am it was a dark night no moon somewhat overcast but dry no rainfouke	8	2468449	1.0	False	FALSE	55.1%	1501-2500	2.0	City	5.6	19,876
Report	Class A	2019	Summer	March	Arkansas	Newton	Compton	Daylight, around noon	16	3175612	2.0	False	FALSE	55.1%	1501-2500	4.0	Town	3.5	3,322
Report	Class A	2016	Winter	December	Arkansas	Polk	Acorn, Arkansas	5:10 p.m., dusk, clear visibility for at least a half mile, weather clear, temp. in the 40's.	13	3787198	1.0	False	FALSE	55.1%	1501-2500	1.0	Rural	4.9	8,194
Report	Class A	2006	Fall	November	Arkansas	Polk	Cove	before dusk	19	2816668	4.0	True	FALSE	55.1%	1501-2500	2.0	Rural	4.8	8,803
Report	Class A	2003	Summer	January	Arkansas	Polk	mena arkansas	approximately 2 am weather clear..my headlights were on bright iam not sure if i was overthe arkansas stateline very close to the arkansas/oklahoma border	9	2320920	2.0	False	FALSE	55.1%	1501-2500	2.0	Rural	7.5	8,657
Report	Class B	2018	Fall	November	Arkansas	Pope	Dover, Arkansas [or Hagarville]	5:15am Clear, almost a full moon with lots of stars. Cold, approx. 35 degrees.	26	3175612	2.0	False	FALSE	55.1%	1501-2500	2.0	Town	4.4	29,001
Report	Class B	2011	Summer	June	Arkansas	Pope	Russleville	From midnight until about 3 am.	17	2879494	4.0	True	FALSE	55.1%	1501-2500	6.0	Town	7.4	30,519
Report	Class A	2004	Summer	January	Arkansas	Pope	Russelville, AR	It was a very clear, warm summer night, about midnight. the moon was nearly full and provided plenty of light for nighttime. Lighting was fair and with the high beam I was able to see clearly.	20	2402262	2.0	False	FALSE	55.1%	1501-2500	0.0	Town	5.3	27,511
Report	Class A	2001	Fall	October	Arkansas	Pope	Dover	Found the impression at about 2:00 p.m.  My wife saw whatever it was at about 9:30 the next morning.	19	2320920	2.0	False	FALSE	55.1%	1501-2500	1.0	Town	4.3	26,697
Report	Class A	2017	Winter	February	Arkansas	Pulaski	North Little Rock	I saw this creature at 7:40 am.  It was a bright, clear morning.  The sun had been up for about 40 minutes.  The temperature was in the early to mid 40's.	10	3512692	1.0	False	FALSE	55.1%	1501-2500	4.0	City	3.4	188,707
Report	Class A	2013	Winter	March	Arkansas	Pulaski	Marche	Around 7:55 P.M. Dark clear night. On the side of the road,  only my headlights lighting up the animal.	3	2727454	1.0	False	FALSE	55.1%	1501-2500	0.0	City	6.4	187,838
Report	Class B	2013	Fall	February	Arkansas	Pulaski	North Little Rock, Ar.	At twilight/dark. Cool temps in the lower 50's. clear day into night. very slight breeze.	22	3125664	1.0	False	FALSE	55.1%	1501-2500	0.0	City	6.4	187,838
Report	Class A	2017	Fall	May	Arkansas	Pulaski	North Little Rock, Arkansas	It was about 4 in the evening. Weather Clear, sky bright and sunny.	12		4.0	True	FALSE	55.1%	1501-2500	4.0	City	3.4	188,707
Report	Class A	2005	Summer	March	Arkansas	Pulaski	Jacksonville.	afternoon.  I can't remember the season. Probably late summer or early fall. It was sunny and warm.	12		1.0	False	FALSE	55.1%	1501-2500	2.0	City	4.9	188,891
Report	Class B	2017	Fall	January	Arkansas	Randolph	Pocahontas Arkansas	Late afternoon around 4:30 pm.  It was sunny and kinda cool	18		2.0	False	FALSE	55.1%	1501-2500	4.0	Rural	4.2	6,932
Report	Class A	1998	Fall	December	Arkansas	Randolph			9		4.0	True	FALSE	55.1%	1501-2500	1.0			
Report	Class B	2014	Spring	April	Arkansas	Saline	Paron	clear night	28	3132898	2.0	False	FALSE	55.1%	1501-2500	2.0	City	4.7	55,039
Report	Class A	2011	Fall	June	Arkansas	Saline	Paron	Windy, about 5 pm close to sunset	11	3125664	1.0	False	FALSE	55.1%	1501-2500	6.0	City	6.3	53,987
Report	Class A	2004	Spring	March	Arkansas	Saline	BAUXITE	clear skies just before daylight	30	2816668	0.0	False	FALSE	55.1%	1501-2500	0.0	City	4.5	45,332
Report	Class A	2000	Fall	August	Arkansas	Saline	East End	It was in the afternoon. Sunny clear, getting close to fall.	27	2320920	2.0	False	FALSE	55.1%	1501-2500	1.0	City	3.2	42,748
Report	Class A	1999	Fall	December	Arkansas	Saline	Benton	There was also a lot of wild pigs up here but they seem to all have dissappeared about that time.	15	2816965	1.0	False	FALSE	55.1%	1501-2500	3.0			
Report	Class B	1998	Fall	March	Arkansas	Saline	Tull		13		0.0	False	FALSE	55.1%	1501-2500	1.0			
Report	Class B	2001	Spring	September	Arkansas	Saline	Benton	It was a sunny late afternoon day around 5 or 6pm.  the sun was low in the western sky but it was still bright for an early spring day.	21		2.0	False	FALSE	55.1%	1501-2500	1.0	City	3.6	42,909
Report	Class B	2004	Spring	June	Arkansas	Searcy	Oxley	It was about mid-day, I would say around 3:00pm. It was partly cloudy.	9	2816668	1.0	False	FALSE	55.1%	1501-2500	0.0	Rural	5.6	3,335
Report	Class B	2002	Fall	November	Arkansas	Searcy	Witts Springs	300 pm . Overcast and pleasant	20	2433642	0.0	False	FALSE	55.1%	1501-2500	1.0	Rural	4.8	3,345
Report	Class A	2004	Summer	April	Arkansas	Sebastian	Huntington	Around noon.	23	2550807	1.0	False	FALSE	55.1%	1501-2500	0.0	City	4.7	57,393
Report	Class B	2005	Fall	April	Arkansas	Sebastian	Milltown	Night time, clear with a bright moon, nice weather.	11	2499124	2.0	False	FALSE	55.1%	1501-2500	2.0	City	4.3	59,129
Report	Class B	2011	Winter	February	Arkansas	Sevier	Lockesburg	Morning	11	2879494	2.0	False	FALSE	55.1%	1501-2500	6.0	Town	8.7	6,402
Report	Class B	2011	Fall	July	Arkansas	Sevier	DeQueen Arkansas	10:00 PM about and it was a full moon.  September or October	20	2593256	1.0	False	FALSE	55.1%	1501-2500	6.0	Town	8.7	6,402
Report	Class B	2006	Summer	January	Arkansas	St. Francis	Palestine	Around 2 or 3 am.  2 days after a good rain. Prints were perfect in the mud.  Hot, sticky summer night.	9	2318599	3.0	True	FALSE	55.1%	1501-2500	2.0	Suburb	9.1	10,671
Report	Class A	2019	Summer	March	Arkansas	Stone	Mountain View ar	About an hour and half before dark, clear skys and no wind	10	3512692	1.0	False	FALSE	55.1%	1501-2500	4.0	Rural	4.7	4,738
Report	Class A	2005	Spring	May	Arkansas	Union	El Dorado	8:10 p.m.	8	2546209	2.0	False	FALSE	55.1%	1501-2500	2.0	Town	6.9	19,953
Report	Class A	2005	Fall	March	Arkansas	Union	El Dorado	Late afternoon.  It was overcast and cool but there was enough light to hunt by.	11	2433642	1.0	False	FALSE	55.1%	1501-2500	2.0	Town	6.9	19,953
Report	Class C	1999	Unknown	February	Arkansas	Union			26		0.0	True	FALSE	55.1%	1501-2500	3.0			
Report	Class A	2002	Fall	November	Arkansas	Washington	springdale	about 6:oopm, lighting conditions were getting dark,sun was about forty five minutes from settins	14	2433642	1.0	False	FALSE	55.1%	1501-2500	1.0	City	3.3	89,141
Report	Class B	2004	Fall	December	Arkansas	Washington	Goshen, AR	Around 9:30 p.m.  It was dark during the occurence, yet may have been moon lit.  I remember high visibility.	25	2361125	1.0	False	FALSE	55.1%	1501-2500	0.0	City	3.8	94,439
Report	Class A	2015	Winter	December	Arkansas	White	Bald Knob/Judsonia	Around 5:30 and dusk. It was just dark enough to need headlights. It has rained a lot recently and there is flooding throughout the state. The lake close to where he was has a creek that is flowing well	28	3282634	0.0	False	FALSE	55.1%	1501-2500	4.0	Suburb	6.1	34,681
Report	Class A	2016	Fall	August	Arkansas	White	Searcy	7:00 and light raining and a little cold	17	3282634	1.0	False	FALSE	55.1%	1501-2500	1.0	Suburb	5.2	34,092
Report	Class B	2005	Spring	May	Arkansas	White	BeBee, Arkansas	Time was about 6pm. Temp was about 60 degrees. Clear weather	31	2546209	1.0	False	FALSE	55.1%	1501-2500	2.0	Suburb	6.4	32,218
Report	Class B	2008	Summer	July	Arkansas	Yell	Dardenelle	8:15pm to 8:30pm	27		2.0	False	FALSE	55.1%	1501-2500	6.0	Suburb	4.5	10,517
Report	Class B	2007	Fall	December	Arkansas	Yell	Belleville	It took place at around one in the morning. The weather was cloudy with light rain occuring around the early part of the night. Otherwise it was cold.	4	2741053	3.0	True	FALSE	55.1%	1501-2500	2.0	Suburb	4.4	10,500
Report	Class A	2021	Summer	June	Arizona	Apache	Holbrook	Morning, 915-930	13	8033334	1.0	False	FALSE	4.8%	0-250	3.0			
Report	Class B	2014	Summer	June	Arizona	Apache	WHITE mountains Az.	MORNING..EARLY...7 AM	9	8357732	1.0	False	FALSE	4.8%	0-250	1.0	Town	15.7	21,345
Report	Class B	2009	Summer	July	Arizona	Apache	Wheatfields	Early in the morning. Weather was clear.	17	8639122	1.0	False	FALSE	4.8%	0-250	1.0	Town	15.4	22,905
Report	Class A	2007	Winter	February	Arizona	Apache	between vernon&springerville az	heavy clouds, mix of precip. off and on all day no standing snow.	20	8609606	1.0	False	FALSE	4.8%	0-250	2.0	Town	8.6	20,077
Report	Class A	2006	Fall	November	Arizona	Apache	About 6 miles from Concho, AZ	Bright, clear sunny day, about 2:30 PM.	11	8447937	1.0	False	FALSE	4.8%	0-250	2.0	Town	10.2	20,256
Report	Class B	2005	Fall	July	Arizona	Apache	Sawmill, Arizona	In the evening, 8:30pm. The weather was clear and it was on calm day.	29	8426713	2.0	False	FALSE	4.8%	0-250	0.0	Town	10.4	19,906
Report	Class A	2003	Summer	June	Arizona	Apache	Chinle	11:00 pm, clear skies, warm temp.	28	8684886	4.0	True	FALSE	4.8%	0-250	2.0	Town	11.9	20,591
Report	Class B	2000	Winter	December	Arizona	Apache	Fort Defiance	Both incedents happened around 12pm during heavy snow falls.	2		6.0	True	FALSE	4.8%	0-250	1.0	Town	9.0	19,039
Report	Class B	2006	Summer	January	Arizona	Apache	Tsaile, AZ	This incident occurred around 5:00 a.m.  The lighting conditions were very minimal; I could barely make out the outlines of the trees on the opposite slope of the canyon we heard the vocalization in.  The weather was clear skies, calm with no wind.	12	8864394	1.0	False	FALSE	4.8%	0-250	2.0	Town	10.2	20,256
Report	Class B	2005	Summer	June	Arizona	Apache	Alpine	night	8		2.0	False	FALSE	4.8%	0-250	0.0	Town	10.4	19,906
Report	Class A	2004	Fall	May	Arizona	Apache	Cove, Arizona	Appoximately seven A.M. ; Daylight morning conditions ; Weather was shifting fog, frozen ground.	17	5943148	0.0	False	FALSE	4.8%	0-250	0.0	Town	11.4	20,334
Report	Class A	2000	Summer	October	Arizona	Cochise	Benson	About mid day.  It was a very hot that day, as days are in Arizona in July.  It was beautiful and not a cloud to be seen, it was just a perfect day, and you could see for miles.	12		0.0	False	FALSE	4.8%	0-250	1.0	City	4.5	48,657
Report	Class B	2008	Winter	June	Arizona	Cochise	Tombstone / Sierra Vista	I would say about mid day.	23		3.0	True	FALSE	4.8%	0-250	1.0	City	5.5	60,117
Report	Class B	2016	Summer	July	Arizona	Coconino	Strawberry	It was 4:15 PM MST.	15	9954409	1.0	False	TRUE	4.8%	0-250	1.0	City	6.1	74,484
Report	Class B	2015	Summer	July	Arizona	Coconino		Night. After we were in bed. Clear and still night. No wind.	14	9705761	2.0	False	TRUE	4.8%	0-250	1.0	City	6.5	73,669
Report	Class B	2014	Summer	August	Arizona	Coconino	Flagstaff	Time: roughly 2pm. Weather: overcast, cloudy, with showers and lighting in the distance.	11	8822025	3.0	True	TRUE	4.8%	0-250	1.0	City	7.1	72,671
Report	Class B	2013	Summer	August	Arizona	Coconino	Payson	3:10AM	25	8357732	2.0	False	TRUE	4.8%	0-250	1.0	City	8.2	71,698
Report	Class B	2012	Fall	October	Arizona	Coconino	JACOB LAKE	2:30 AM CLEAR NITE WITH HALF MOON SHINING	8	8243706	1.0	False	TRUE	4.8%	0-250	2.0	City	8.6	71,626
Report	Class B	2013	Summer	May	Arizona	Coconino	Payson, Arizona	It was between 11:00pm and 3:00 a.m.  Clear skies and very dark. no moon lighting.	19	8354056	2.0	False	TRUE	4.8%	0-250	1.0	City	8.2	71,698
Report	Class B	2012	Summer	January	Arizona	Coconino	Payson AZ	12AM, Pitch Black, 60s Cool Dry Weather	17	8606003	0.0	False	TRUE	4.8%	0-250	2.0	City	8.6	71,626
Report	Class A	2010	Summer	December	Arizona	Coconino	Forest Lakes, AZ	6:00 PM	21	8606003	2.0	False	TRUE	4.8%	0-250	1.0	City	9.8	72,998
Report	Class B	2012	Winter	March	Arizona	Coconino	Payson	9:00 in the morning, clear sky's as the snow storm passed with 3 feet of fresh powder for the playing.	8	8639122	6.0	True	TRUE	4.8%	0-250	2.0	City	8.6	71,626
Report	Class B	2008	Fall	September	Arizona	Coconino	Jacob lake	2am  dark, cold	14	8624861	2.0	False	TRUE	4.8%	0-250	1.0	City	5.3	73,026
Report	Class B	2008	Summer	September	Arizona	Coconino	Fredonia	9-11 pm on Friday night	3	8624861	4.0	True	TRUE	4.8%	0-250	1.0	City	5.3	73,026
Report	Class B	2008	Summer	July	Arizona	Coconino	Christopher Creek	Mid afternoon and middle of the night on the 12th/13th.  Late afternoon on the 19th.	21	8624861	2.0	False	TRUE	4.8%	0-250	1.0	City	5.3	73,026
Report	Class B	2008	Summer	March	Arizona	Coconino	Flagstaff	late afternoon- early evening	24	8609606	1.0	False	TRUE	4.8%	0-250	1.0	City	5.3	73,026
Report	Class B	2007	Summer	August	Arizona	Coconino	Heber	4:00a.m.	30	8609606	1.0	False	TRUE	4.8%	0-250	2.0	City	3.7	70,388
Report	Class B	2007	Summer	September	Arizona	Coconino	Strawberry Az.	Dark, early morning around 3 am.	5	8609606	1.0	False	TRUE	4.8%	0-250	2.0	City	3.7	70,388
Report	Class B	2006	Fall	November	Arizona	Coconino	Payson	Nighttime- approx. 2:00 am	5	8447937	0.0	False	TRUE	4.8%	0-250	2.0	City	4.5	69,054
Report	Class B	2007	Summer	July	Arizona	Coconino	Flagstaff	midday, cloudy and cool with little wind.	13	8447937	1.0	False	TRUE	4.8%	0-250	2.0	City	3.7	70,388
Report	Class B	2006	Summer	August	Arizona	Coconino	Payson	4:oo AM it was a clear night not a full moon but it was almost full.	7	8447937	0.0	False	TRUE	4.8%	0-250	2.0	City	4.5	69,054
Report	Class B	2006	Summer	July	Arizona	Coconino	Flagstaff	Noises began at around 12:10 AM.  Some moonlight present, but otherwise dark.	7	8447937	0.0	False	TRUE	4.8%	0-250	2.0	City	4.5	69,054
Report	Class B	2006	Spring	April	Arizona	Coconino	payson	midnight till 2 am	27	8447937	5.0	True	TRUE	4.8%	0-250	2.0	City	4.5	69,054
Report	Class B	2005	Fall	October	Arizona	Coconino	payson or Heber az	latenite....midnite i would say	13	8723621	3.0	True	TRUE	4.8%	0-250	0.0	City	4.9	67,390
